id,establishment_name,category,system_of_medicine,address,district,certificate_number,certificate_validity,latitude,longitude,email,phone,num_beds,land_area_sqft,building_area_sqft,page_number
580,HOSKATTI MEDICAL CENTRE,Hospital (Level 1B),Allopathy,"No 2, Green Garden, Near Shubhodaya Convention Centre, Opp.KSRTC Bus Depot, Gokul Road, Hubballi.",,DWR00492ALH1B,07 Oct 2027,15.350300,75.124101,hoskatti@gmail.com,9449836045,10,Buliding Area(sq.ft):,,8
581,MAHENDRA MEDICINES,Clinic/Polyclinic with Dispensary,Allopathy,"ARKANATHA ROAD NEAR MUNICIPAL CIRCLE, K.R.NAGAR",,MYS00056ALCWD,01 Feb 2026,12.4400,76.3811,mahendramedicines@yahoo.com,9538484334,0,Buliding Area(sq.ft):,,7
582,RHEA CLINIC,Clinic/Polyclinic Only Consultation,Allopathy,"Adharshanagar arishinakunte, Nelamangala taluk Bengaluru-562123",BENGALURU,BLR00186ALCOC,05 Aug 2027,13.0781360,77.4202261,Phone:,8105830512,0,Buliding Area(sq.ft):,,6
583,DURGASREE CLINICAL LABORATORY,Clinic/Polyclinic with Diagnostic Support,Allopathy,"DURGASREE CLINICAL LABORATORY OPPOSIT VT HOSPITA, KANDLOOR KUNDAPURA",,UDP00272ALCDS,02 Sep 2026,13.34,34.74,Phone:,9880755130,0,Buliding Area(sq.ft):,,5
584,ASHA CLINIC,Clinic/Polyclinic Only Consultation,Allopathy,"Adi Udupi, Udupi",UDUPI,UDP00184ALCOC,07 Jul 2026,13.34,74.74,Phone:,0,0,Buliding Area(sq.ft):,,8
585,EKADANTHA PHYSIOTHERAPY CENTER,Allied Health Professional Centre,Allopathy,"ARKANATHA ROAD, OPP HARSHA NURSING HOME, KRISHNARAJA NAGAR, MYSORE - 571602",MYSORE,MYS00057ALAHC,01 Feb 2026,12.4400,76.3811,mykrishnakrish@gmail.com,9448739457,0,Buliding Area(sq.ft):,,7
586,Dr CHANDRAS NEURO AND EPILEPSY CENTRE,Clinic/Polyclinic with Dispensary,Allopathy,"OPP OLD KSRTC BUSSTAND, KOLACHALAM COMPOUND, BALLARI",BALLARI,BEL00128ALCWD,04 Mar 2026,15.14589,76.92965,gotochandru@gmail.com,9611420492,0,Buliding Area(sq.ft):,,6
587,MANGALMURTI MULTISPECIALITY HOSPITAL,Hospital (Level 2),Allopathy,MURAGUD ROAD OPPOSSITE PREETI DELUXE HOTEL GREEN PARK NIPPANI,,BLG00409ALHL2,17 Sep 2026,16.4042,74.3786,ashogade@gmail.com,8888545717,25,3600,2400,5
588,Jyothi Clinic,Clinic/Polyclinic Only Consultation,Allopathy,"#1S-14-947/2 , Gnat House, Shediguri road, Ashoknagar",,DKA00871ALCOC,15 May 2027,12.8890,74.8297,adithih@yahoo.co.in,9845894549,0,1960,1700,8
589,Laali Hospital,Hospital (Level 1A),Allopathy,"Laali Hospital - A Unit of Dart Seva Healthline Services Pvt Ltd, #439, Sy No-13, 1st Main Road, 21st 60Feet Road, Nandini Layout, Bangalore.",BANGALORE,BLU02532ALH1A,22 Oct 2026,13.0118,77.5328,laali.h@yahoo.com,9964124977,25,Buliding Area(sq.ft):,,7
590,NACHIKETHA HOSPITAL,Hospital (Level 1B),Allopathy,"Plot No.35, Jamakhandimath Layout, Sanmati Nagar, Kelgeri Road, Dharwad.",DHARWAD,DWR00202ALH1B,22 Feb 2026,15.457185,74.989576,svn1974@gmail.com,8050458076,15,Buliding Area(sq.ft):,,6
591,MUGLE POLYCLINIC WITH OBSERVATION,Clinic/Polyclinic with Observation,Ayurveda,BEHIND BEO OFFICE AURAD B BIDAR,BIDAR,BDR00083AYCWO,03 Dec 2026,18.24,77.41,drmugaleaurad12@gmail.com,9880820021,0,1380,1380,5
592,LIFE TO LIVE WELLNESS,AYUSH Therapy Centre,Ayurveda,"# No.697, Ground Floor, 5th Main, 8th Cross, HAL 3rd Stage, Jeevanbhima Nagar, Bangalore",BANGALORE,BLU02211AYATC,18 Aug 2026,12.9642,77.6581,lifetolivewellness@gmail.com,7349555472,0,2400,2000,8
593,Roots Diagnostics,Medical Diagnostic Laboratory,Allopathy,Ground Floor No 35 Shop No 7 Nagaraj Complex Ramaswamypalya Kammanahalli Main Road,,BLU02610ALMDL,19 Nov 2026,13.0159,77.6379,afnaseer6@gmail.com,8105402514,0,200,,5
594,Shree Dhanvantari Poly clinic Nangali,Clinic/Polyclinic Only Consultation,Ayurveda,"Mallekuppa Road, Nangali, Mulbagal Taluk",,KLR00130AYCOC,28 Feb 2027,13.1667,78.3941,drprakashbchavan0@gmail.com,9110678752,0,Buliding Area(sq.ft):,,7
595,Kalyani eye care,Clinic/Polyclinic Only Consultation,Allopathy,"1st floor , R.K Farm Gate, opp marsur big market, Chandapura -Anekal road, Bangalore, 562106",BANGALORE,BLU02338ALCOC,12 Sep 2026,12.78,77.89,akshatha0528@gmail.com,8217325556,0,Buliding Area(sq.ft):,,6
596,Banashankari Diagnostic centre,Medical Diagnostic Laboratory,Allopathy,"Malatesh plaza ground floor, kumbar oni Juni peth, Ramdurg",,BLG01080ALMDL,27 Mar 2028,15.94529,75.29633,banashankaridiagnostics@gmail.com,9916333419,0,150,,8
597,Aorta Cardiology Clinic,Clinic/Polyclinic Only Consultation,Allopathy,"No.550, 9th A Main Road, 1st Stage, Indiranagar, Bangalore",BANGALORE,BLU02201ALCOC,16 Aug 2026,12.9784,77.6408,drbagirath@gmail.com,9845144830,0,390,250,5
598,Prakash Clinic,Clinic/Polyclinic with Dispensary,Ayurveda,prakash clinic s r complex post panja sullia taluk 574232,,DKA00588AYCWD,29 Nov 2026,13.03295,74.82445,dsouza_batara@yahoo.co.in,9449640737,0,300,200,7
599,NEWTOWN MEDICAL CENTER,Clinic/Polyclinic Only Consultation,Allopathy,"# 102 , Welcome’s Boulevard Building, #1993, HIG , MAJOR UNNIKRISHNAN ROAD Yelahanka , Bengaluru – 560064",BENGALURU,BLU01862ALCOC,27 Apr 2026,12.98,77.56,drdeepakorth@gmail.com,8310253843,0,Buliding Area(sq.ft):,,6
600,ADVANCED HAIR STUDIO,Allied Health Professional Centre,Allopathy,"NO 50, WILINGTON STREET, OPP KOSHY BAKERY, OFF RICHMOND ROAD, BANGALORE-560027",BANGALORE,BLU01917ALAHC,11 May 2026,12.96,77.59,bangaloreaccount@advancedhairstudioindia.com,8050263225,0,Buliding Area(sq.ft):,,8
601,SHRI SHIVASHANKRAPPA NANDYAL EYE CARE CENTRE,Hospital (Level 2),Allopathy,"#7-1184/103,OPP GUNJ BUS STAND NEAR AMBABHAVANI TEMPLE, GUNJ COLONY KALABURAGI",KALABURAGI,GLB00388ALHL2,15 Dec 2026,17.3,76.8,drmahantappanandyal@gmail.com,9739480092,10,1350,1200,5
602,Dental,Dental Lab or Clinic,Allopathy,Dentinova dental clinic Shivakripa building Hosabettu Durganagar Mangalore,MANGALORE,DKA00205ALDEN,20 Jan 2026,12.9,76.8,aparnasrimanju@gmail.com,9880176463,0,150,150,7
603,M/S Spoorthy Children Clinic,Clinic/Polyclinic with Observation,Allopathy,Ganesh Nagar B. B. Road Shahapur,,YDR00064ALCWO,08 Mar 2026,16.706990,76.831313,basavaraj.mumbai@gmail.com,9342324686,0,Buliding Area(sq.ft):,,6
604,SEVASADAN HEALTH PLUS CHIKODI,Hospital (Level 2),Allopathy,BK COLLEGE ROAD TAVAKKAL PLAZA 3 CHIKODI 591201,,BLG00301ALHL2,30 Jun 2026,16.4292,74.5879,sagarptrj4549@gmail.com,9096702652,50,7699,23259,8
605,SWAMY CLINIC,Clinic/Polyclinic Only Consultation,Allopathy,NEAR AMBEDKAR CIRCLE BHALKI,,BDR00160ALCOC,12 Jun 2027,18.05,77.21,prabhumathapati17@gmail.com,9448740078,0,690,690,5
606,COORG PATH CARE,Clinic/Polyclinic with Diagnostic Support,Allopathy,"# 42, NEELAKANTESHWARA BUILDING ,HILL ROAD, OPP MARKET, MADIKERI",,KDG00009ALCDS,09 Dec 2025,12.4200,75.7300,sshekar.2010@rediffmail.com,8050681613,0,750,750,7
607,GANGADHAR CLINIC,Clinic/Polyclinic with Observation,Allopathy,"Akki Oni, Main Market, Navalagund-582208.",,DWR00258ALCWO,25 Apr 2026,15.556591,75.353535,chetanjoshi3448@gmail.com,9481730315,0,Buliding Area(sq.ft):,,6
608,RR MULTISPECIALITY HOSPITAL A UNIT OF RIGHT ROUTE HEALTH CARE SERVICES PVT LTD.,Hospital (Level 1A),Allopathy,"NO11/1, OLD NO 40. MAGADI MAIN ROAD, B BLOCK, MRCR LAYOUT, HOUSING BOARD SIGNAL, BANGALORE-560040",BANGALORE,BLU02287ALH1A,26 Aug 2026,12.58,75.80,msatisha92@gmail.com,9060120883,28,Buliding Area(sq.ft):,,5
609,OMKARESHWAR HOSPITAL,Hospital (Level 1A),Allopathy,"6-1-40/10.10,11,32, Ground Floor, Sri Vishnavi Commercial Complex, Opp Karnataka Sangha, Jawaharnagar, Raichur",RAICHUR,RCR00027ALH1A,06 Jun 2026,16.1200247,77.363029,omkareshwarhospital@gmail.com,7993718222,10,6000,4500,8
610,TIRUMALA CARE HOSPITAL,Hospital (Level 1A),Allopathy,YASHODA COMPLEX NEAR SAMRAT COMPLEX GURUMITKAL TALUK-GURUMITKAL,,YDR00025ALH1A,01 Feb 2026,16.874,77.387,drbhagareddy@gmail.com,9731777771,8,2600,2400,7
611,DHANAVANTRI NURSING HOME,Hospital (Level 1A),Allopathy,BANDAL CROSS VIJAYAPUR ROAD SINDAGI DIST VIJAYAPUR,,BIJ00193ALH1A,02 Apr 2026,16.916127,76.230086,sunilpatil7250@gmail.com,9901666670,20,2400,7200,6
612,AYUSH CLINIC,Clinic/Polyclinic with Dispensary,Ayurveda,"UNIVERSITY ROAD, SAJJIPANADU JUNCTION, BANTVALA",,DKA01031AYCWD,12 Jun 2027,12.8589,74.9928,drbasavarajshirur@gmail.com,9738360497,0,400,1000,5
613,Gayatri Clinic,Clinic/Polyclinic with Diagnostic Support,Allopathy,"Brindavan Complex, Near City Bus Stand, Udupi",UDUPI,UDP00615ALCDS,07 Mar 2027,13.3,74.7,chaya959@gmail.com,9448039581,0,Buliding Area(sq.ft):,,8
614,SDM COLLEGE OF MEDICAL SCIENCES AND HOSPITAL,Hospital (Level 4)(Teaching),Allopathy,"Manjushree Nagar, Sattur, Dharwad.",DHARWAD,DWR00197ALHL4,15 Feb 2026,,,,,,,,7
615,sanjeevini health care,Hospital (Level 1B),Allopathy,"BH ROAD, TARIKERE",,CKM00045ALH1B,13 Jun 2026,13.7077912,75.8216950,sanjeevinihelthcare@gmail.com,9035030157,10,Buliding Area(sq.ft):,,6
616,Aastrika Midwifery Centre,Hospital (Level 1B),Allopathy,"#15, First floor, 1st Stage, Opp. to 15E Bus Stop, 70th Cross Rd, Kumaraswamy Layout, Bengaluru, Karnataka",BENGALURU,BLU03175ALH1B,18 Mar 2027,12.9031,77.5606,info@aastrika.com,9886137004,5,5300,5461,5
617,CATHERINE MARIAM CLINIC,Clinic/Polyclinic Only Consultation,Allopathy,Shameer mohalla mulbagal,,KLR00128ALCOC,28 Feb 2027,13.1616.21,78.383596,sandeeprayappa17@gmail.com,7411498332,0,1020,260,7
618,ANUGRAHA HOSPITAL,Hospital (Level 2),Allopathy,"RAILWAY STATION ROAD, TIPTUR TALUK TUMKUR DISTRICT - 572201.",,TMK00177ALHL2,26 Jul 2026,13.256290,76.476082,somashekar23@yahoo.co.in,9986036268,20,1350,1350,8
619,DEVAGIRKARS DENTAL CLINIC,Dental Lab or Clinic,Allopathy,FIRST FLOOR BHOOMIKA COMPLEX ABOVE GAJANAN MEDICAL NEAR SHETTY CHOWK TAJ BAWADI ROAD VIJAYAPUR,,BIJ00376ALDEN,05 Feb 2027,16.828470,75.710122,drsachindevagirkar@gmail.com,9449261070,0,198,198,5
620,SRI SUJATHA CLINIC,Clinic/Polyclinic Only Consultation,Ayurveda,College Road M v Extension Hoskote Bangalore Rural,BANGALORE,BLR00299AYCOC,09 Oct 2027,13.069069,77.786752,drmohantkadekall77@gmail.com,9972624724,0,400,350,6
621,SHRI SIDDESHWAR CLINIC,Clinic/Polyclinic Only Consultation,Ayurveda,"Guttal Building, Ekta Nagar, Taj Nagar Last Bus Stop, Unkal, Hubballi.",,DWR00134AYCOC,26 Nov 2025,15.388090,75.114185,drnagendrays2018@gmail.com,8867360305,0,Buliding Area(sq.ft):,,7
622,SHANTI MEDICAL LAB PATHOLOGY AND DIAGNOSTIC CENTRE,Medical Diagnostic Laboratory,Allopathy,"OPP. BSNL OFFICE, BESIDE KDCC BANK, K.C.ROAD, ANKOLA",,UKA00039ALMDL,07 Jul 2026,14.66,74.30,shantilabankola@gmail.com,7349567900,0,1200,800,8
623,MRUTHYUNJAYA CINIC,Clinic/Polyclinic Only Consultation,Ayurveda,MAIN ROAD KUDLIGI,,BEL00177AYCOC,16 Apr 2026,14.9055406,76.38254373,roopa.gamgudhar83@gmail.com,9900982535,0,Buliding Area(sq.ft):,,6
624,SECURE CLINIC A Unit of Hubli Secure Multispeciality Hospital LLP,Clinic/Polyclinic with Diagnostic Support,Allopathy,"Om Annexe, Prashanth Colony, Vidyanagar, Hubballi.",,DWR00361ALCDS,22 Sep 2026,15.364291,75.123201,ch.hub@securehospital.in,9535490678,0,1200,1200,5
625,Dr. Hiremath Hospital,Hospital (Level 1A),Allopathy,"No 79 , CHBS LAYOUT , NAGARBHAVI MAIN ROAD , VIJAYANAGAR , BANGALORE",BANGALORE,BLU01799ALH1A,11 Apr 2026,12.9755,77.53611,drvshiremath@gmail.com,9916547922,10,Buliding Area(sq.ft):,,7
626,SUNEETHA DENTAL CLINIC,Dental Lab or Clinic,Allopathy,SUNEETHA DENTAL CLINIC KARLA TOWERS KARKALA,,UDP00295ALDEN,02 Sep 2026,13.32,74.76,Phone:,9844782036,0,Buliding Area(sq.ft):,,8
627,PRASHANTH CLINIC,Clinic/Polyclinic with Dispensary,Ayurveda,Opp. Jathan petrol pump Hampankatte Kemmannu Udupi-576115,UDUPI,UDP00570AYCWD,01 Mar 2027,13.3896757,74.7107776,drashwinikumark@gmail.com,9901753242,0,Buliding Area(sq.ft):,,6
628,DR M B KOUJALAGI CLINIC,Clinic/Polyclinic Only Consultation,Allopathy,8TH MAIN 8TH CROSS P J EXTENSION DAVANAGERE,DAVANAGERE,DVG00269ALCOC,02 Mar 2027,14.458267,75.919963,koujalgimb@gmail.com,9448041800,0,Buliding Area(sq.ft):,,7
629,IKSHA SUPERSPECIALTY EYE HOSPITAL,Clinic/Polyclinic with Diagnostic Support,Allopathy,"134/34 RACE COURSE ROAD, NEAR LIC OFFICE, MADIKERI",,KDG00035ALCDS,01 Aug 2026,12.25.23.6,75.43.56.8,ikshaeye@gmail.com,9880411711,0,Buliding Area(sq.ft):,,8
630,SHANKARA ORTHO CLINIC,Clinic/Polyclinic Only Consultation,Allopathy,"# 173, 1st Main, MIG 1st Floor, CHS-707, 4th Phase, Yelahanka New Town, Bengaluru-560064",BENGALURU,BLU02463ALCOC,07 Oct 2026,13.1053,77.5714,gpmahesh1@gmail.com,9538298050,0,2000,975,5
631,HANJI HOSPITAL,Hospital (Level 1A),Allopathy,"135,MANGALWAR PETH, TILAKWADI, BELGAUM 590006",BELGAUM,BLG00732ALH1A,29 Jul 2027,15.83566,74.50332,Phone:,8747004004,25,Buliding Area(sq.ft):,,6
632,SARKHAZI CLINIC,Clinic/Polyclinic with Dispensary,Homeopathy,"#605, K.R.Road, Near Noorani Auto Stand, Imamnagar, Davanagere.",DAVANAGERE,DVG00048HOCWD,19 Sep 2025,14.4759337,75.9257613,sssarkhazi@gmail.com,9448534506,0,290,1089,7
633,JAIN MISSION HOSPITAL,Hospital (Level 1B),Allopathy,"#412/32/2,B.B ROAD,BESIDE KARNATAKA SEEDS CORPORATION,CHIKKABALLAPUR",,CBR00040ALH1B,06 Jun 2026,12.9915,77.5953,jainmissionhospital@gmail.com,9141719239,30,Buliding Area(sq.ft):,,8
634,KAMAREDDY ORTHO AND TRAUMA CARE HOSPITAL,Hospital (Level 2),Allopathy,Vasant Nagar Bus Stand Road Kalaburagi,KALABURAGI,GLB00314ALHL2,25 Aug 2026,17.32,76.82,Phone:,0,30,2400,,5
635,AMALA MATHA HOSPITAL,Hospital (Level 2),Allopathy,"Hiriyur P.O., Bhadravathi.",,SMG00201ALHL2,04 Apr 2027,13.803441,75.673890,Phone:,7259927180,16,Buliding Area(sq.ft):,,6
636,VIGNESH CLINIC,Clinic/Polyclinic with Observation,Ayurveda,"1,2.85/2.K RAVINDRA REDDY BUILDING,L AND T ROAD ,VINAYAK NAGAR,HEBBAGODI",,BLU02036AYCWO,27 Jun 2026,12.8253371,77.6740359,drpraveensanaik@gmail.com,9739865903,0,600,500,7
637,Shri kadashiddeshwr Hospital,Health Check-up Centre,Allopathy,College Road Banahatti,,BGK00239ALHCC,23 Jan 2027,16.478510,75.127726,umashekharswami@gmail.com,9945344144,0,636,,8
638,DR RAIKAR CLINIC,Clinic/Polyclinic Only Consultation,Allopathy,H.NO.1847/A BAPAT GALLI BELAGAVI TQ/DT.BELAGAVI-590002,BELAGAVI,BLG00413ALCOC,17 Sep 2026,15.849695,74.497673,drhtpamit@yahoo.in,9880840303,0,981,1962,5
639,Shiroor Dental Clinic & Orthodontic Centre,Dental Lab or Clinic,Allopathy,"M.G.M. Complex, 1st floor, Near Karnataka Bank, Shiroor Market.",,UDP00856ALDEN,22 Sep 2027,13.917153,74.601379,manju.charan999@gmail.com,9743083426,0,Buliding Area(sq.ft):,360,7
640,Jagan Hospital,Hospital (Level 1B),Allopathy,"No-2020 Thyagaraja Extention, Near Post Office, Srinivaspura Town",,KLR00080ALH1B,15 Feb 2027,13.3305,78.2077,nikthasvasan@gmail.com,9845964429,20,Buliding Area(sq.ft):,,6
641,SWARNA DIAGNOSTIC CENTRE,Medical Diagnostic Laboratory,Allopathy,"DOOR NO II, 1A-16, 1ST FLOOR, BALAJI COMPLEX, ATHRADY, UDUPI",UDUPI,UDP00533ALMDL,08 Feb 2027,13.34,74.74,swarnadiagnosticcentre@gmail.com,9591001590,0,Buliding Area(sq.ft):,,5
642,RAMAKRISHNA HOSPITAL,Hospital (Level 2),Allopathy,"S.S.COMPLEX, NEAR IDBI BANK, B M ROAD , VIVEKANANDANAGARA, RAMANAGARA",RAMANAGARA,RMG00132ALHL2,06 Mar 2028,12.7209,77.2799,Phone:,0,50,22200,20200,8
643,SOHINI CHILD CARE,Clinic/Polyclinic Only Consultation,Allopathy,"382, I ROAD, 2ND PHASE, IDEAL HOMES, RR NAGAR",,BLU02086ALCOC,11 Jul 2026,12.924080,77.521460,DRPRADEEP.BYRAPPA@GMAIL.COM,9900409251,0,1200,600,7
644,CITY CLINIC,Clinic/Polyclinic Only Consultation,Allopathy,SHOP NO 4 CITY HEIGHTS COMPLES P T QUARTERS ROAD NEAR NIMRA MASJID KALABURAGI,KALABURAGI,GLB00398ALCOC,27 Dec 2026,17.33,76.83,nisars923@gmail.com,9663731099,0,236,220,6
645,CHETANA HOMEO CLINIC,Clinic/Polyclinic Only Consultation,Homeopathy,"PLOT NO.75 NGOs COLONY, NEW JEWARGI COLONY KALABURAGI-585102",KALABURAGI,GLB01231HOCOC,28 Jul 2029,17.25,76.31,drsharanendra@gamil.com,9632232727,0,465,440,5
646,CLINIC,Clinic/Polyclinic with Dispensary,Allopathy,DUGGALADKA SULLIA,,DKA00271ALCWD,29 Jan 2026,12.59,75.4,amithkumar87@gmail.com,9449332103,0,Buliding Area(sq.ft):,,7
647,Sri Ranga Clinic,Clinic/Polyclinic Only Consultation,Ayurveda,"Oppossite to Canara Bank, Budda Marga, Vidyanagar, Hassan-573201",HASSAN,HSN00319AYCOC,04 May 2028,13.009711,76.102898,gmravioo@gmail.com,9880897171,0,375,1600,6
648,DHANVANTHRI PHYSIOTHERAPY CLINIC,Clinic/Polyclinic Only Consultation,Allopathy,"7th A cross, College Road,, Near LG Residency, M.V Extn, Hosakote",,BLR00122ALCOC,15 Jan 2027,13.0679976,77.78612897,vijayageethabpt@gmail.com,9886382404,0,Buliding Area(sq.ft):,,8
649,AKSHAY Ayurvedic Women and Child Health Care,Clinic/Polyclinic Only Consultation,Ayurveda,"1st Floor, Beeroji Complex, Gopala Last Bus Stop Circle, Shimoga",,SMG00187AYCOC,04 Apr 2027,13.930550,75.54664,guruakshay001@gmail.com,9448241191,0,Buliding Area(sq.ft):,,5
650,Dr. Desai s Homoeopathic Clinic,Clinic/Polyclinic Only Consultation,Homeopathy,"G-3, Suvidha Annexe, Opp. Convent School, K.H. Patil Road, Keshwapur, HUBBALLI",,DWR00237HOCOC,07 Apr 2026,15.357461,75.1439793,Phone:,9035123371,0,Buliding Area(sq.ft):,240,7
651,SWASTHIK SWASTHYA POLY CLINIC,Clinic/Polyclinic Only Consultation,Allopathy,SHIVANAPURA VILLAGE AND POST NANDAGUDI HOBLI HOSKOTE TALUK BANGALORE RURAL-562122,BANGALORE,BLR00118ALCOC,15 Jan 2027,13.1522 N,77.9030 E,sahanasana9066@gmail.com,9066131556,0,Buliding Area(sq.ft):,,6
652,KRUTI WOMENS CLINIC,Clinic/Polyclinic Only Consultation,Allopathy,"NO.2,30TH MAIN,COLLEGE TEACHER LAYOUT ,BSK 3RD STAGE,BENGALORE - 560085",,BLU01944ALCOC,20 May 2026,12.92,77.54,krutiwomensclinic@gmail.com,9902567306,0,Buliding Area(sq.ft):,,8
653,KANTIKAR CLINIC,Clinic/Polyclinic Only Consultation,Ayurveda,AT. MAHAGAON CROSS TQ.KAMALAPUR DIST.KALABURAGI-585316,KALABURAGI,GLB00454AYCOC,06 Feb 2027,17.36,76.48,kantikaravinash@gmail.com,9945870892,0,850,820,5
654,DR. MALAJI HOSPITAL,Hospital (Level 1A),Allopathy,"C/O. TELSANG HOSPITAL BUILDING, NEAR RURAL POLICE STATION, LAXMI NAGAR, BAGALKOT",,BGK00024ALH1A,29 Sep 2025,16.10.48.1,75.41.33.4,malajiprabhu@gmail.com,9448466652,28,5000,3000,7
655,Sri Sai Child Care,Clinic/Polyclinic with Diagnostic Support,Allopathy,"No-1923, Vivekananda Nagar, Main Road, Bangarpet 563114",,KLR00104ALCDS,28 Feb 2027,12.9924,78.1768,archana.kamalakara@gmail.com,9632250566,0,Buliding Area(sq.ft):,,6
656,AMULYA X RAY AND SCANNING CENTRE,Diagnostic Imaging Centre,Allopathy,KHUBA COMPLEC OPP LAHOTI PETROL PUMP MAIN ROD KALABURAGI,KALABURAGI,GLB00323ALDIC,06 Sep 2026,17.32,76.83,sureshhm54@gmail.com,9980836789,0,200,200,8
657,Shri Guru Shankar Clinic,Clinic/Polyclinic Only Consultation,Ayurveda,Gajendragada Road Jalihal At post Jalihal,,BGK00528AYCOC,07 Dec 2027,15.841290,75.758299,drksv72@gmail.com,9902852945,0,Buliding Area(sq.ft):,,5
658,KARWAR ORTHO CLINIC,Clinic/Polyclinic with Dispensary,Allopathy,"Main Road, Karwar, U.K District",,UKA00232ALCWD,22 Sep 2027,14.8185,74.1416,bhatdrsuresh@yahoo.in,9448139695,0,300,300,6
659,Namma Clinikk Puttenahalli,Clinic/Polyclinic Only Consultation,Allopathy,"24/1, Ashta Laxmi Layout, Puttanahalli, 22nd Main Rd, JP Nagar 6th Phase, Bengaluru, Karnataka 560078",BENGALURU,BLU01960ALCOC,27 May 2026,12.901888,77.582473,suraj@clinikk.com,9886461426,0,Buliding Area(sq.ft):,,7
660,Alleviate Pain Clinic,Clinic/Polyclinic with Diagnostic Support,Allopathy,"#1160, 2nd Floor, 22nd cross, BSK 2nd Stage, Bangalore-560070",BANGALORE,BLU02495ALCDS,15 Oct 2026,12.92,77.56,justinlab@gmail.com,9743181830,0,Buliding Area(sq.ft):,,8
661,Vatsalya Clinic,Health Check-up Centre,Allopathy,"Near Govt hospital, Tilavalli, Hangal",,HVR00376ALHCC,19 Jul 2027,14.65,75.34,nirupamabk95@gmail.com,9916790593,0,500,340,5
662,ARIHANT CLINIC,Clinic/Polyclinic Only Consultation,Ayurveda,JAMKHANDI,,BGK01068AYCOC,15 Dec 2029,1.06,5.4,sangameshwarnet559@gmail.com,9448503408,0,1200,1000,6
663,VACHANASHREE HITECH LAB,Medical Diagnostic Laboratory,Allopathy,"C/o. Dr. Malaji Hospital, Telsang Hospital Building, Laxmi Nagar, Bagalkot",,BGK00025ALMDL,29 Sep 2025,16.10.48.1,75.41.33.4,malajiprabhu@gmail.com,9448466652,0,5000,3000,7
664,MARUTI POLY CLINIC AND DENTAL CARE,Clinic/Polyclinic with Diagnostic Support,Allopathy,"#33, 12TH CROSS, KHB MAIN ROAD, KANAKANAGAR, R .T.NAGAR POST, BANGALORE-560032.",BANGALORE,BLU02315ALCDS,06 Sep 2026,13.0247,77.5948,shilparajeshreddy@gmail.com,9035671051,0,Buliding Area(sq.ft):,,8
665,AAROGYA HOSPITAL FOR WOMEN AND CHILDREN,Hospital (Level 2),Allopathy,OPP IB NEAR MANIK NAGAR CROSS HUMNABAD BIDAR,BIDAR,BDR00172ALHL2,20 Jul 2027,17.76,77.13,ymb1922@gmail.com,9448452147,10,1098,1098,5
666,RAMESH CLINIC,Clinic/Polyclinic Only Consultation,Allopathy,"Kuvempu Road, Opp. Mc. Gann Hospital, Shimoga.",,SMG00018ALCOC,18 Feb 2026,13.55.55,75.34.54,gnnagesho@gmail.com,8147328275,0,Buliding Area(sq.ft):,,7
667,SHIVSHAKTI CLINIC,Clinic/Polyclinic Only Consultation,Ayurveda,SIDDAPUR,,BGK00621AYCOC,18 Jul 2028,1.06,5.04,sangameshwarnet559@gmail.com,9880891163,0,1200,1000,6
668,Dr J H Meharwade Eye Care Centre,Clinic/Polyclinic with Observation,Allopathy,"4th Cross, Vivekanand Road, Near Chetana Canteen, Masari, Gadag 582101",GADAG,GDG00034ALCWO,01 Aug 2026,15.432803,75.644391,Jhmehrwade@gmail.com,9449188259,0,3000,1555,8
669,KIDS HEART CLINIC,Clinic/Polyclinic Only Consultation,Allopathy,"1ST FLOOR SHIKSHAK BHAVAN COLLEGE ROAD, BELAGAVI TQ/DT.BELAGAVI-590001",BELAGAVI,BLG00639ALCOC,07 Mar 2027,15.850367,74.504662,manviveeresh@gmail.com,9164000009,0,150,150,5
670,VAJRESHWARI AYURYOGA KENDRA,Clinic/Polyclinic with Dispensary,Ayurveda,"2-17-1461/4, OPP BALIGA STORES, BEJAI KAVOOR ROAD, MANGALORE",MANGALORE,DKA00544AYCWD,17 Aug 2026,12.888610,74.841392,PATANJALISEVA2@GMAIL.COM,9448239713,0,Buliding Area(sq.ft):,,7
671,SAVALAGI CLINIC,Clinic/Polyclinic Only Consultation,Ayurveda,BANJARA NAGAR SOLAPUR ROAD VIJAYAPUR,,BIJ00677AYCOC,21 Mar 2028,16.851741,75.713118,drsiddu.savalagi@gmail.com,8884820104,0,216,216,6
672,NIDHI SONOGRAPHY CLINIC,Medical Diagnostic Laboratory,Allopathy,"T-14, RADIO COMPLEX, SHIVAJI ROAD, BELAGAVI 590002 590002",BELAGAVI,BLG00739ALMDL,29 Jul 2027,15.8553,74.5113,Phone:,0,0,350,,5
673,Channasri Poly Clinic,Clinic/Polyclinic with Dispensary,Allopathy,"Sri Ram Complex, Bus stand Cricle, Nymati Road, Honnali",,DVG00367ALCWD,03 Jul 2027,14.2364727,75.6483378,bharathyakkegondi16@gmail.com,8971635172,0,1120,,8
